label|ltable_id|rtable_id|possible_year.x|possible_year.y|short_words_removed.x|short_words_removed.y|fuzzy_similarity|fuzzy_similarity_sorted_tokens|fuzzy_similarity_partial_ratio|len_tokens_x|len_tokens_y|len_common_tokens|common_to_smaller_ratio|common_to_longer_ratio
0|1103|480|"95|1996"|"99|1999"|workshop report the first international workshop active and real time database systems artdb mikael berndtsson rgen hansson sigmod record|report ngits the fourth international workshop next generation information technologies and systems opher etzion acm sigmod record|61|63|62|20|18|9|0.5|0.45
0|2601|526|2002|2002|reminiscences influential papers sigmod record kaladhar voruganti renÃ miller kenneth ross flip korn|influential papers ken ross acm sigmod record|42|56|71|17|7|5|0.7142857142857143|0.29411764705882354
0|1610|919|2002|2002|discover keyword search relational databases vagelis hristidis yannis papakonstantinou vldb|data page layouts for relational databases deep memory hierarchies anastassia ailamaki david dewitt mark hill the vldb journal the international journal very large data bases|42|40|49|11|25|3|0.2727272727272727|0.12
0|289|2250|"100|1994"|2003|constructing the next database management systems andreas geppert klaus dittrich sigmod record|data grid management systems arun jagatheesan arcot rajasekar international conference management data|47|53|49|13|12|2|0.16666666666666666|0.15384615384615385
1|1792|938|2002|2002|views large scale xml repository vincent aguilera dan vodislav pierangelo veltri sophie cluet tova milo vldb|views large scale xml repository vincent aguilera sophie cluet tova milo pierangelo veltri dan vodislav the vldb journal the international journal very large data bases|67|79|75|19|25|18|0.9473684210526315|0.72
1|1328|517|2002|2002|automata theory for xml researchers sigmod record frank neven|automata theory for xml researchers frank neven acm sigmod record|78|97|77|9|10|9|1.0|0.9
0|2546|1909|1997|"252|1997"|infomaster information integration system arthur keller michael genesereth oliver duschka sigmod conference|environmental information systems oliver nther acm sigmod record|54|55|52|15|9|3|0.3333333333333333|0.2
0|1439|2247|"2|1999"|1994|implementation two semantic query optimization techniques universal database bernhard schiefer fred koo cliff leung linqi liu jarek gryz xiaoyan qian cheng vldb|investigation algebraic query optimisation techniques for database programming languages alexandra poulovassilis carol small very large data bases|51|51|53|29|18|4|0.2222222222222222|0.13793103448275862
0|575|927|2002|2003|reminiscences influential papers theodore johnson amr abbadi richard snodgrass kenneth ross sigmod record|reminiscences influential papers kenneth ross acm sigmod record|70|73|71|17|10|9|0.9|0.5294117647058824
0|1910|2016|1995|2003|adapting materialized views after redefinitions ashish gupta inderpal singh mumick kenneth ross sigmod conference|rainbow multi xquery optimization using materialized xml views xin zhang katica dimitrova ling wang maged sayed brian murphy bradford pielech mukesh mulchandani luping ding elke rundensteiner international conference management data|43|45|49|15|34|4|0.26666666666666666|0.11764705882352941
0|201|342|1996|2001|editor notes jennifer widom sigmod record|editorial richard snodgrass acm transactions database systems tods|39|43|42|7|9|0|0.0|0.0
0|703|2227|1994|1994|automated resolution semantic heterogeneity multidatabases hurson simin pakzad bright acm trans database syst|semantic integration heterogeneous databases using neural networks wen syan chris clifton very large data bases|50|53|52|20|17|2|0.11764705882352941|0.1
0|267|1648|2000|1994|lambda odmg based object oriented dbms arvind rajendran david maier leonidas fegaras chandrasekhar srinivasan sigmod conference|metu object oriented dbms asuman dogac budak arpinar cem evrendilek cetin ozkan ilker altintas ilker durusoy mehmet altinel tansel okay yuksel saygin international conference management data|47|48|47|18|27|4|0.2222222222222222|0.14814814814814814
0|22|189|1997|"1998|225"|query language for web site management system dan suciu daniela florescu alon levy mary fernandez sigmod record|catching the boat with strudel experiences with web site management system mary fern ndez daniela florescu jaewoo kang alon levy dan suciu international conference management data|56|59|64|20|27|12|0.6|0.4444444444444444
0|972|1459|1995|1995|applying update streams soft real time database system brad adelberg hector garcia molina ben kao sigmod conference|index concurrency control firm real time database systems brajesh goyal jayant haritsa seshadri srinivasan very large data bases|51|52|53|19|22|4|0.21052631578947367|0.18181818181818182
0|1450|1454|"94|1995"|1995|acm multimedia conference workshop multimedia database management systems bruce berra bhavani thuraisingham kingsley nwosu sigmod record|performance study workfile disk management for concurrent mergesorts multiprocessor database system kun lung philip jen yao chung james teng very large data bases|43|50|45|19|30|2|0.10526315789473684|0.06666666666666667
0|11|1898|2003|1996|aurora data stream management system nesime tatbul daniel abadi erwin anurag maskey mitch cherniack alex rasin christian convey singer eduardo galvez yan ugur etintemel ying xing stanley zdonik michael stonebraker donald carney hatoun sigmod conference|the mariposa distributed database management system acm sigmod record jeff sidell|31|34|43|43|11|3|0.2727272727272727|0.06976744186046512
0|2302|1317|2002|1994|logical foundation for deductive object oriented databases mengchi liu tok wang ling gillian dobbie acm trans database syst|taxonomy for secure object oriented databases martin olivier sebastiaan von solms acm transactions database systems tods|62|52|63|19|20|7|0.3684210526315789|0.35
1|413|1129|1996|1996|zoo desktop experiment management environment vldb miron livny yannis ioannidis nagavamsi ponnekanti shivani gupta|zoo desktop experiment management environment yannis ioannidis miron livny gupta nagavamsi ponnekanti very large data bases|75|88|77|16|19|14|0.875|0.7368421052631579
0|2091|562|1997|2002|the database and information system research group the university ulm sigmod record peter dadam wolfgang klas|database research the university illinois urbana champaign winslett chang doan han zhai zhou acm sigmod record|47|58|50|17|24|8|0.47058823529411764|0.3333333333333333
0|334|816|2001|1999|online scaling highly available database svein erik bratsberg rune humborstad vldb|scalable and highly available networked database architecture roger bamford rafiul ahad angelo pruscino very large data bases|51|50|56|13|18|4|0.3076923076923077|0.2222222222222222
0|1624|232|2000|1998|the mlpq gis constraint database system sigmod conference yuguo liu yiming pradip kanjamala rui chen yonghui wang peter revesz|safe query languages for constraint databases peter revesz acm transactions database systems tods|45|55|46|21|15|5|0.3333333333333333|0.23809523809523808
0|1560|1471|2001|1995|combining multi visual features for efficient indexing large image database vldb quan sheng anne ngu ron lei huynh|efficient algorithm for mining association rules large databases very large data bases ashoka savasere edward omiecinski shamkant navathe|43|47|44|25|20|4|0.2|0.16
0|644|1317|1994|1994|index configuration object oriented databases elisa bertino vldb|taxonomy for secure object oriented databases martin olivier sebastiaan von solms acm transactions database systems tods|47|38|61|10|20|3|0.3|0.15
0|1989|1215|1994|1996|databases for networks jagadish sigmod conference|experimental object based sharing system for networked databases doug fang shahram ghandeharizadeh dennis mcleod the vldb journal the international journal very large data bases|36|34|49|8|24|2|0.25|0.08333333333333333
0|1894|2054|2003|2003|reasoning regular path queries giuseppe giacomo moshe vardi maurizio lenzerini diego calvanese sigmod record|xpath queries streaming data feng peng sudarshan chawathe international conference management data|41|46|42|17|14|2|0.14285714285714285|0.11764705882352941
0|542|582|1997|1994|optimizing queries with universal quantification object oriented and object relational databases guido moerkotte jens clauÃen klaus peithner alfons kemper vldb|versioning and configuration management object oriented data model edward sciore the vldb journal the international journal very large data bases|47|50|48|20|20|5|0.25|0.25
1|1669|839|1999|"241|1999"|active storage hierarchy database systems and applications socratic exegesis joel saltz john burgess felipe cariÃ william connell vldb|active storage hierarchy database systems and applications socratic exegesis felipe cari william connell john burgess joel saltz very large data bases|76|92|79|20|23|18|0.9|0.782608695652174
0|1729|1512|1996|1995|coalescing temporal databases michael soo richard snodgrass michael hlen vldb|semantic assumptions and query evaluation temporal databases international conference management data claudio bettini sean wang elisa bertino sushil jajodia|44|41|52|14|23|3|0.21428571428571427|0.13043478260869565
1|871|2081|2003|2003|trees efficient summary structure for semantic olap laks lakshmanan jian pei yan zhao sigmod conference|trees efficient summary structure for semantic olap laks lakshmanan jian pei yan zhao international conference management data|85|83|90|19|23|18|0.9473684210526315|0.782608695652174
